since release of Allies,,,"games with strong players (mu>1.8 for one, or mu>1.3 for both)",,,,,,,,,,,,,,,,,,,,,,,,,all players,,,,,,,,,,,,,,,,,,,,,,,,,card classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
name,kingdom card,expansion,games,banned,Province ending,3-pile ending,resignation,turns,w/o resignation,Province ending,3-pile ending,resignation,VP winner,w/o resignation,VP loser,w/o resignation,decisions (per player),time (minutes),empty pile,in deck,in deck %,winner in deck,winner in deck %,loser in deck,loser in deck %,skill multiplier,first player win rate,games,banned,Province ending,3-pile ending,resignation,turns,Province ending,3-pile ending,resignation,w/o resignation,VP winner,w/o resignation,VP loser,w/o resignation,decisions (per player),time (minutes),empty pile,in deck,in deck %,winner in deck,winner in deck %,loser in deck,loser in deck %,skill multiplier,first player win rate,cost,Thunderdominion 2023,landscape,Event,Landmark,Project,Way,Ally,Trait,village,draw,terminal draw,draw-to-x,nonterminal draw,trashing,thinning,trashing multiple cards,trashing curses,trashing treasures,trashing victory cards,trashing actions,trash for benefit,additional gains,+buy,alt VP,VP tokens,attack,handsize attack,junking attack,trashing attack,colonies,shelters,potion,duration,night,villagers,coffers,on buy/gain/trash effect,cantrip,throne rooms,cost reduction,disappearing money,sifter,exiler,horses,loot
Inventor,Inventor,Renaissance,"4,546",3%,19%,41%,40%,12.6,13.6,15.3,12.8,11.1,22,29,13,17,98,10,34%,2.7,76%,2.8,76%,2.5,76%,1.01,60%,"153,334",0%,38%,30%,32%,16.0,17.2,18.1,16.2,13.3,30,36,19,24,106,11,20%,2.1,72%,2.1,72%,2.0,72%,0.97,56%,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Invest,Invest,Menagerie,"1,796",24%,29%,22%,49%,13.9,15.4,16.1,14.4,12.4,24,33,15,22,115,12,0%,0.0,0%,0.0,0%,0.0,0%,1.01,58%,"61,266",2%,49%,15%,36%,16.6,18.1,18.1,18.0,13.9,32,38,21,26,114,12,0%,0.0,0%,0.0,0%,0.0,0%,0.94,56%,4,8,1,1,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Investment,Investment,Prosperity,"4,021",0%,30%,24%,46%,14.1,15.4,16.2,14.4,12.6,28,37,18,24,124,13,6%,0.5,37%,0.5,37%,0.6,38%,1.10,60%,"151,044",0%,53%,14%,33%,17.0,18.4,18.5,18.1,14.3,36,43,24,29,117,12,4%,0.6,39%,0.6,39%,0.6,39%,0.97,56%,4,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ironmonger,Ironmonger,Dark Ages,"4,610",0%,27%,27%,47%,13.4,14.5,15.2,13.7,12.1,24,32,15,21,130,12,39%,3.2,87%,3.3,87%,3.0,86%,0.93,60%,"160,102",0%,51%,15%,33%,16.1,17.3,17.4,17.0,13.7,32,38,21,26,123,12,32%,3.0,85%,3.1,86%,2.9,85%,0.93,56%,4,4,0,0,0,0,0,0,0,1,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ironworks,Ironworks,Intrigue,"4,555",0%,21%,36%,43%,13.4,14.5,15.9,13.6,11.9,22,29,14,19,110,11,15%,1.6,69%,1.7,69%,1.6,68%,1.00,58%,"159,814",0%,43%,24%,33%,16.6,17.9,18.3,17.3,13.8,31,37,21,25,113,12,5%,1.2,65%,1.2,65%,1.2,65%,0.93,56%,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
Island,Island,Seaside,"4,506",0%,29%,26%,45%,14.1,15.4,16.1,14.6,12.5,28,36,19,25,115,12,22%,1.6,58%,1.6,59%,1.5,57%,1.01,59%,"132,905",0%,48%,21%,32%,17.4,18.8,18.8,18.6,14.3,37,43,26,31,112,12,40%,2.4,77%,2.5,77%,2.3,76%,0.94,56%,4,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0.5,0.5,0.5,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Island Folk,Island Folk,Allies,"1,785",1%,19%,27%,54%,12.4,13.8,14.8,13.1,11.3,19,28,12,18,119,12,0%,0.0,0%,0.0,0%,0.0,0%,1.10,62%,"52,332",0%,45%,17%,39%,15.7,17.3,17.5,16.8,13.1,30,37,19,25,118,13,0%,0.0,0%,0.0,0%,0.0,0%,0.98,56%,-,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack of All Trades,Jack of All Trades,Hinterlands,"4,498",0%,37%,21%,43%,13.8,15.0,15.5,14.2,12.1,27,35,18,23,114,11,1%,0.6,46%,0.6,45%,0.6,46%,0.86,60%,"132,473",0%,55%,13%,32%,16.5,17.7,17.7,17.8,13.8,33,39,22,27,111,12,0%,0.5,38%,0.5,38%,0.5,39%,0.89,56%,4,13,0,0,0,0,0,0,0,0,0.5,0,0.5,0,1,0,0,1,0,1,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
Jester,Jester,Cornucopia,"4,570",2%,29%,26%,45%,14.5,15.9,16.6,15.1,12.8,25,33,16,22,117,11,3%,1.0,50%,1.0,51%,0.9,50%,0.95,59%,"179,558",1%,52%,17%,31%,17.6,19.0,19.0,19.0,14.6,32,37,21,26,113,12,3%,1.2,69%,1.3,69%,1.2,68%,0.85,56%,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Journeyman,Journeyman,Guilds,"4,585",0%,31%,22%,47%,13.8,15.1,15.7,14.3,12.3,25,34,16,22,116,12,3%,0.9,38%,0.9,39%,0.8,38%,0.92,59%,"167,387",0%,53%,14%,33%,16.7,18.0,18.0,18.1,14.0,32,39,22,27,111,12,1%,0.5,25%,0.5,26%,0.5,25%,0.90,56%,5,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Junk Dealer,Junk Dealer,Dark Ages,"4,545",0%,34%,20%,46%,13.5,14.7,15.3,13.7,12.2,25,34,16,22,116,12,1%,0.9,62%,0.9,62%,0.9,63%,1.01,59%,"182,332",0%,57%,11%,31%,16.6,17.7,17.7,17.8,13.9,33,38,22,26,110,12,0%,0.8,57%,0.8,57%,0.8,57%,0.91,56%,5,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0,0,0
Keep,Keep,Empires,"1,667",30%,29%,29%,42%,14.6,16.1,17.2,15.1,12.5,36,45,26,31,121,12,0%,0.0,0%,0.0,0%,0.0,0%,1.01,59%,"62,147",4%,53%,16%,31%,17.4,18.9,19.0,18.3,14.1,46,52,33,38,114,12,0%,0.0,0%,0.0,0%,0.0,0%,0.87,56%,-,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiln,Kiln,Menagerie,"4,617",0%,29%,25%,46%,13.9,15.3,16.0,14.5,12.3,24,33,16,22,113,11,2%,0.6,37%,0.6,38%,0.6,36%,0.92,58%,"159,216",0%,52%,15%,33%,16.8,18.1,18.2,18.0,13.9,32,39,22,27,110,12,0%,0.4,32%,0.5,33%,0.4,32%,0.89,56%,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
King's Court,King's Court,Prosperity,"4,395",2%,20%,23%,57%,12.8,14.1,14.6,13.7,11.9,20,32,11,16,111,11,14%,2.5,84%,2.6,86%,2.4,82%,1.10,59%,"131,892",1%,43%,14%,44%,16.0,17.8,18.0,17.1,13.7,31,41,18,25,114,12,5%,1.9,82%,2.0,83%,1.8,80%,1.00,56%,7,19,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Knights,Knights,Dark Ages,"2,854",35%,17%,29%,53%,15.7,17.8,19.1,17.1,13.7,18,27,11,17,117,12,34%,1.1,54%,1.1,56%,1.0,52%,0.96,59%,"98,077",12%,33%,26%,41%,19.8,22.3,22.6,21.9,16.2,26,34,17,22,121,13,51%,1.4,64%,1.5,65%,1.3,62%,0.75,55%,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sir Martin,Knights,Dark Ages,"2,854",35%,17%,29%,53%,15.7,17.8,19.1,17.1,13.7,18,27,11,17,117,12,0%,0.1,11%,0.1,12%,0.1,10%,0.96,59%,"98,077",12%,33%,26%,41%,19.8,22.3,22.6,21.9,16.2,26,34,17,22,121,13,0%,0.1,14%,0.1,15%,0.1,14%,0.75,55%,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dame Anna,Knights,Dark Ages,"2,854",35%,17%,29%,53%,15.7,17.8,19.1,17.1,13.7,18,27,11,17,117,12,0%,0.1,10%,0.1,10%,0.1,9%,0.96,59%,"98,077",12%,33%,26%,41%,19.8,22.3,22.6,21.9,16.2,26,34,17,22,121,13,0%,0.1,14%,0.1,14%,0.1,13%,0.75,55%,5,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dame Josephine,Knights,Dark Ages,"2,854",35%,17%,29%,53%,15.7,17.8,19.1,17.1,13.7,18,27,11,17,117,12,0%,0.1,12%,0.1,12%,0.1,12%,0.96,59%,"98,077",12%,33%,26%,41%,19.8,22.3,22.6,21.9,16.2,26,34,17,22,121,13,0%,0.2,16%,0.2,16%,0.2,15%,0.75,55%,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dame Molly,Knights,Dark Ages,"2,854",35%,17%,29%,53%,15.7,17.8,19.1,17.1,13.7,18,27,11,17,117,12,0%,0.1,11%,0.1,12%,0.1,10%,0.96,59%,"98,077",12%,33%,26%,41%,19.8,22.3,22.6,21.9,16.2,26,34,17,22,121,13,0%,0.1,14%,0.1,15%,0.1,13%,0.75,55%,5,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dame Natalie,Knights,Dark Ages,"2,854",35%,17%,29%,53%,15.7,17.8,19.1,17.1,13.7,18,27,11,17,117,12,0%,0.1,11%,0.1,12%,0.1,10%,0.96,59%,"98,077",12%,33%,26%,41%,19.8,22.3,22.6,21.9,16.2,26,34,17,22,121,13,0%,0.1,14%,0.1,14%,0.1,13%,0.75,55%,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dame Sylvia,Knights,Dark Ages,"2,854",35%,17%,29%,53%,15.7,17.8,19.1,17.1,13.7,18,27,11,17,117,12,0%,0.1,11%,0.1,11%,0.1,10%,0.96,59%,"98,077",12%,33%,26%,41%,19.8,22.3,22.6,21.9,16.2,26,34,17,22,121,13,0%,0.1,14%,0.1,14%,0.1,13%,0.75,55%,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sir Bailey,Knights,Dark Ages,"2,854",35%,17%,29%,53%,15.7,17.8,19.1,17.1,13.7,18,27,11,17,117,12,0%,0.1,11%,0.1,12%,0.1,10%,0.96,59%,"98,077",12%,33%,26%,41%,19.8,22.3,22.6,21.9,16.2,26,34,17,22,121,13,0%,0.1,14%,0.1,15%,0.1,13%,0.75,55%,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sir Destry,Knights,Dark Ages,"2,854",35%,17%,29%,53%,15.7,17.8,19.1,17.1,13.7,18,27,11,17,117,12,0%,0.1,11%,0.1,11%,0.1,10%,0.96,59%,"98,077",12%,33%,26%,41%,19.8,22.3,22.6,21.9,16.2,26,34,17,22,121,13,0%,0.1,14%,0.1,15%,0.1,14%,0.75,55%,5,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sir Michael,Knights,Dark Ages,"2,854",35%,17%,29%,53%,15.7,17.8,19.1,17.1,13.7,18,27,11,17,117,12,0%,0.1,10%,0.1,10%,0.1,10%,0.96,59%,"98,077",12%,33%,26%,41%,19.8,22.3,22.6,21.9,16.2,26,34,17,22,121,13,0%,0.1,14%,0.1,15%,0.1,13%,0.75,55%,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sir Vander,Knights,Dark Ages,"2,854",35%,17%,29%,53%,15.7,17.8,19.1,17.1,13.7,18,27,11,17,117,12,0%,0.1,9%,0.1,10%,0.1,8%,0.96,59%,"98,077",12%,33%,26%,41%,19.8,22.3,22.6,21.9,16.2,26,34,17,22,121,13,0%,0.1,13%,0.1,13%,0.1,12%,0.75,55%,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laboratory,Laboratory,Base,"4,768",0%,29%,24%,46%,13.7,14.9,15.4,14.2,12.4,24,32,15,21,117,12,26%,2.5,71%,2.6,72%,2.3,70%,0.96,60%,"1,127,140",0%,54%,16%,30%,17.1,18.3,18.0,19.2,14.4,29,35,19,24,105,10,18%,2.5,78%,2.6,79%,2.4,77%,0.79,56%,5,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Labyrinth,Labyrinth,Empires,"2,448",2%,28%,26%,47%,13.9,15.3,15.9,14.5,12.3,30,38,20,26,115,12,0%,0.0,0%,0.0,0%,0.0,0%,0.93,60%,"66,406",0%,46%,17%,37%,16.6,18.2,18.3,18.0,13.9,37,44,25,31,115,12,0%,0.0,0%,0.0,0%,0.0,0%,0.95,57%,-,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Lackeys,Lackeys,Renaissance,"4,672",0%,26%,31%,43%,12.7,13.7,14.7,12.8,11.4,23,30,15,19,112,11,45%,3.0,87%,3.0,88%,2.9,87%,1.02,59%,"155,944",0%,50%,17%,33%,15.7,16.9,17.1,16.2,13.1,31,37,21,26,110,12,24%,2.3,78%,2.3,78%,2.3,78%,0.94,56%,2,19,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
League of Bankers,League of Bankers,Allies,"1,883",0%,34%,23%,43%,13.6,14.6,15.2,13.8,12.3,26,33,16,21,114,12,0%,0.0,0%,0.0,0%,0.0,0%,0.93,60%,"52,157",0%,55%,13%,32%,15.9,17.1,17.2,16.6,13.5,32,38,21,26,108,12,0%,0.0,0%,0.0,0%,0.0,0%,0.89,56%,-,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
League of Shopkeepers,League of Shopkeepers,Allies,"1,810",0%,25%,27%,48%,13.5,14.7,15.6,13.9,12.0,23,31,14,20,113,12,0%,0.0,0%,0.0,0%,0.0,0%,1.00,61%,"52,154",0%,47%,17%,35%,16.4,17.8,18.0,17.4,13.8,31,38,20,26,114,12,0%,0.0,0%,0.0,0%,0.0,0%,0.96,56%,-,0,1,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legionary,Legionary,Empires,"4,484",1%,30%,21%,49%,14.2,15.9,16.6,15.0,12.4,24,34,16,23,114,11,0%,0.5,44%,0.5,44%,0.5,43%,0.99,59%,"153,653",1%,53%,12%,35%,17.1,18.6,18.7,18.5,14.2,32,39,22,27,109,12,0%,0.8,57%,0.8,58%,0.8,56%,0.90,56%,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leprechaun,Leprechaun,Nocturne,"4,578",0%,30%,22%,48%,13.8,15.2,15.7,14.6,12.3,25,34,16,23,113,12,0%,0.5,48%,0.5,48%,0.5,48%,0.97,59%,"121,303",0%,51%,14%,34%,16.6,18.0,18.0,18.0,13.8,32,39,21,27,111,12,0%,0.4,35%,0.4,35%,0.4,35%,0.92,56%,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Library,Library,Base,"4,566",0%,31%,23%,46%,13.9,15.2,15.9,14.3,12.3,25,34,16,22,117,12,1%,0.5,25%,0.5,26%,0.5,24%,0.90,58%,"1,121,248",0%,52%,18%,30%,17.4,18.6,18.3,19.7,14.5,30,35,20,24,104,10,0%,0.4,27%,0.4,28%,0.4,27%,0.76,56%,5,12,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lighthouse,Lighthouse,Seaside,"4,669",0%,35%,21%,44%,14.0,15.2,15.8,14.4,12.4,28,36,18,25,116,12,8%,1.5,62%,1.5,62%,1.5,62%,0.92,59%,"133,387",0%,54%,14%,32%,16.6,17.9,18.0,17.8,13.9,33,39,23,28,111,12,6%,1.4,61%,1.4,60%,1.4,61%,0.89,56%,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Livery,Livery,Menagerie,"4,479",1%,32%,17%,51%,13.6,15.0,15.4,14.4,12.2,26,37,16,23,113,11,6%,1.6,69%,1.6,70%,1.5,68%,1.05,60%,"123,637",0%,53%,12%,35%,16.3,17.7,17.6,17.8,13.7,33,40,22,27,111,12,2%,1.1,59%,1.1,60%,1.0,58%,0.93,56%,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Loan,Loan,deprecated,812,0%,33%,17%,50%,14.2,15.7,16.1,14.9,12.7,26,36,17,24,118,12,0%,0.4,35%,0.4,36%,0.4,34%,1.05,61%,"27,999",0%,52%,14%,35%,17.2,18.7,18.6,19.2,14.3,34,41,23,29,115,13,0%,0.4,36%,0.4,36%,0.4,36%,0.93,56%,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lookout,Lookout,Seaside,"4,694",0%,32%,21%,47%,13.8,15.1,15.7,14.2,12.3,25,33,16,22,119,12,1%,0.6,46%,0.6,46%,0.6,47%,0.95,59%,"182,698",0%,54%,13%,33%,16.8,18.2,18.1,18.3,14.0,32,38,21,26,113,12,0%,0.5,39%,0.5,38%,0.5,39%,0.88,56%,3,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0
Lost Arts,Lost Arts,Adventures,"2,344",3%,24%,24%,52%,13.2,14.5,15.1,13.8,12.1,23,32,14,19,112,11,0%,0.0,0%,0.0,0%,0.0,0%,0.92,59%,"67,870",0%,45%,17%,39%,16.0,17.6,17.7,17.2,13.6,30,38,19,25,113,12,0%,0.0,0%,0.0,0%,0.0,0%,0.97,56%,6,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost City,Lost City,Adventures,"4,462",0%,29%,24%,47%,12.9,14.0,14.5,13.3,11.8,25,33,16,21,116,12,22%,2.4,76%,2.5,77%,2.3,74%,0.98,60%,"160,218",0%,54%,13%,33%,15.7,16.8,16.9,16.5,13.4,33,39,22,27,111,12,13%,2.1,76%,2.2,77%,2.1,76%,0.93,56%,5,5,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Lurker,Lurker,Intrigue,"4,238",5%,21%,34%,45%,13.2,14.4,16.0,13.5,11.6,21,27,13,18,110,11,22%,2.1,71%,2.1,72%,2.1,71%,1.08,60%,"125,667",3%,35%,29%,36%,16.3,17.9,18.5,17.1,13.5,28,34,18,23,115,12,25%,2.3,73%,2.3,73%,2.3,74%,0.97,56%,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magnate,Magnate,Prosperity,"4,018",1%,31%,23%,46%,14.1,15.4,16.0,14.6,12.6,26,35,17,23,115,12,1%,0.6,31%,0.6,31%,0.6,32%,0.93,58%,"171,857",0%,53%,14%,33%,17.0,18.4,18.4,18.4,14.2,34,40,22,28,110,12,1%,0.5,28%,0.5,29%,0.5,28%,0.86,56%,5,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magpie,Magpie,Adventures,"4,093",9%,25%,32%,43%,13.2,14.3,15.2,13.5,11.8,23,30,15,20,112,11,87%,4.5,94%,4.8,95%,4.1,94%,0.84,60%,"166,299",1%,46%,22%,32%,15.8,17.0,17.2,16.6,13.2,30,36,21,25,110,12,83%,4.4,90%,4.6,90%,4.2,89%,0.86,57%,4,16,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mandarin,Mandarin,deprecated,989,2%,35%,21%,43%,14.3,15.5,16.0,14.8,12.6,27,35,18,24,117,12,0%,0.1,5%,0.1,6%,0.1,4%,0.85,56%,"35,356",0%,53%,14%,33%,17.0,18.4,18.4,18.6,14.2,33,39,22,27,110,12,0%,0.2,13%,0.2,13%,0.2,12%,0.88,55%,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Marauder,Marauder,Dark Ages,"4,443",0%,27%,28%,45%,14.7,16.1,16.8,15.5,12.9,24,32,16,21,117,12,0%,0.4,38%,0.4,37%,0.5,38%,0.97,60%,"120,247",0%,41%,24%,35%,18.0,19.7,19.8,19.5,14.9,30,37,20,25,119,13,0%,0.8,63%,0.8,63%,0.8,63%,0.94,56%,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
March,March,Menagerie,"2,404",6%,29%,23%,48%,13.8,15.2,15.7,14.6,12.2,24,33,15,21,115,12,0%,0.0,0%,0.0,0%,0.0,0%,1.01,59%,"67,171",0%,49%,16%,36%,16.6,18.1,18.2,17.9,13.8,31,38,20,26,114,12,0%,0.0,0%,0.0,0%,0.0,0%,0.98,56%,3,20,1,1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Margrave,Margrave,Hinterlands,"4,621",4%,23%,24%,53%,13.6,15.5,16.4,14.7,11.9,21,32,13,20,118,12,7%,1.7,81%,1.8,82%,1.6,80%,0.97,60%,"155,911",2%,43%,16%,42%,16.5,18.5,18.6,18.1,13.7,30,39,19,26,117,13,3%,1.5,79%,1.6,79%,1.5,78%,0.91,56%,5,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Market,Market,Base,"4,611",0%,27%,30%,43%,13.8,14.9,15.6,14.2,12.3,23,31,15,20,118,12,17%,2.1,71%,2.2,73%,2.0,69%,0.92,60%,"1,131,131",0%,47%,23%,30%,17.3,18.5,18.3,18.9,14.4,29,34,19,23,111,10,22%,2.6,79%,2.7,80%,2.5,78%,0.81,56%,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Market Square,Market Square,Dark Ages,"4,599",0%,30%,26%,45%,13.4,14.5,15.0,14.0,12.0,24,32,15,20,115,11,20%,2.5,85%,2.6,85%,2.5,85%,0.97,59%,"160,825",0%,50%,18%,32%,16.5,17.8,17.9,17.7,13.7,32,38,21,26,115,12,23%,2.8,88%,2.8,88%,2.7,88%,1.01,56%,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Market Towns,Market Towns,Allies,"1,951",0%,28%,26%,47%,13.7,14.9,15.6,14.1,12.4,24,32,16,21,120,13,0%,0.0,0%,0.0,0%,0.0,0%,1.01,58%,"52,855",0%,49%,16%,35%,16.3,17.7,17.8,17.4,13.7,31,38,21,26,116,13,0%,0.0,0%,0.0,0%,0.0,0%,0.96,56%,-,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
